city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Los Angeles,2023-08-23,394.0,34.5,32.8,36.7,47.0,6.7,37.0,10.0,Suburban,93.0
Beijing,2023-08-24,402.0,87.7,61.9,22.9,45.0,34.3,74.0,14.0,Suburban,1464.0
Beijing,2023-08-25,248.0,26.5,46.5,14.9,22.8,35.7,42.0,9.0,Rural,214.0
Cairo,2023-08-26,178.0,3.0,43.8,13.8,51.2,31.5,29.0,2.0,Suburban,788.0
Cairo,2023-08-27,103.0,24.8,23.0,44.0,32.7,20.4,23.0,7.0,Rural,1667.0
London,2023-08-28,169.0,8.9,65.4,35.2,33.3,28.6,45.0,2.0,Suburban,330.0
Delhi,2023-08-29,37.0,55.4,83.8,34.6,53.8,10.2,50.0,15.0,Urban,1381.0
Mexico City,2023-08-30,199.0,58.6,58.0,40.3,52.4,24.0,85.0,5.0,Suburban,303.0
London,2023-08-31,208.0,30.9,56.2,33.5,53.1,-2.3,90.0,12.0,Suburban,1502.0
Beijing,2023-09-01,483.0,42.7,62.5,34.8,14.3,2.6,43.0,14.0,Urban,1366.0
Delhi,2023-09-02,228.0,37.7,96.1,31.7,62.9,25.7,53.0,9.0,Urban,240.0
London,2023-09-03,28.0,32.1,99.1,39.0,53.6,7.6,79.0,7.0,Urban,847.0
Beijing,2023-09-04,72.0,15.5,63.9,19.9,29.6,5.0,41.0,7.0,Urban,638.0
Mexico City,2023-09-05,183.0,44.4,35.0,42.3,30.9,29.7,77.0,9.0,Suburban,365.0
São Paulo,2023-09-06,150.0,37.4,33.3,42.8,37.8,18.3,55.0,5.0,Urban,1656.0
Mexico City,2023-09-07,180.0,71.7,57.1,18.5,36.8,16.2,33.0,10.0,Suburban,942.0
Beijing,2023-09-08,222.0,33.9,73.0,15.7,28.1,0.1,85.0,10.0,Urban,1865.0
Beijing,2023-09-09,489.0,41.7,58.9,13.2,50.4,-0.4,68.0,15.0,Urban,666.0
Beijing,2023-09-10,23.0,37.8,68.2,30.5,16.5,28.2,27.0,6.0,Suburban,471.0
Delhi,2023-09-11,143.0,27.3,63.6,8.9,31.7,32.9,57.0,10.0,Urban,1215.0
Los Angeles,2023-09-12,164.0,37.5,14.0,36.1,42.7,7.5,54.0,6.0,Urban,1274.0
London,2023-09-13,472.0,32.0,22.5,23.0,24.2,17.9,94.0,6.0,Urban,342.0
Delhi,2023-09-14,321.0,16.3,22.8,43.2,35.8,35.8,88.0,5.0,Urban,506.0
Beijing,2023-09-15,201.0,50.7,33.2,24.8,51.8,-0.7,71.0,8.0,Urban,1394.0
London,2023-09-16,17.0,26.3,71.7,29.7,37.7,6.6,30.0,8.0,Suburban,1020.0
Delhi,2023-09-17,228.0,47.2,38.2,41.5,43.5,1.7,78.0,6.0,Urban,1861.0
Beijing,2023-09-18,431.0,35.1,42.2,33.1,24.8,20.1,58.0,4.0,Suburban,454.0
Beijing,2023-09-19,338.0,40.4,46.0,27.3,36.7,2.1,68.0,11.0,Suburban,1997.0
Mexico City,2023-09-20,463.0,37.4,52.5,22.4,41.8,21.5,51.0,6.0,Urban,1678.0
Delhi,2023-09-21,240.0,56.2,39.6,5.2,32.8,-0.8,88.0,9.0,Suburban,446.0
Mexico City,2023-09-22,141.0,54.4,41.1,26.0,15.9,27.9,29.0,12.0,Suburban,1209.0
Beijing,2023-09-23,108.0,35.9,67.4,35.1,41.6,14.5,43.0,7.0,Urban,677.0
Mexico City,2023-09-24,304.0,48.9,48.1,38.7,25.7,-1.7,27.0,7.0,Urban,1826.0
Delhi,2023-09-25,419.0,36.5,44.0,47.7,21.0,22.3,91.0,11.0,Urban,1986.0
Beijing,2023-09-26,289.0,39.9,52.5,38.5,38.9,26.7,30.0,4.0,Suburban,422.0
Beijing,2023-09-27,141.0,64.6,64.1,23.9,24.7,-0.3,64.0,11.0,Urban,803.0
Delhi,2023-09-28,308.0,32.0,75.3,34.0,42.1,-2.0,63.0,9.0,Suburban,948.0
Delhi,2023-09-29,428.0,50.4,47.7,34.1,19.1,1.4,47.0,9.0,Suburban,1401.0
Delhi,2023-09-30,297.0,42.6,60.5,31.1,54.9,15.5,71.0,10.0,Urban,427.0
Beijing,2023-10-01,484.0,34.1,36.1,31.4,35.0,17.6,47.0,9.0,Suburban,880.0
Delhi,2023-10-02,131.0,38.6,30.0,27.6,47.2,21.0,49.0,9.0,Urban,1431.0
Tokyo,2023-10-03,266.0,38.6,46.1,34.8,26.6,32.1,75.0,14.0,Suburban,1284.0
Beijing,2023-10-04,119.0,38.9,53.6,8.1,19.4,39.5,58.0,10.0,Suburban,737.0
London,2023-10-05,87.0,40.7,71.2,23.6,53.2,11.6,24.0,5.0,Urban,646.0
Cairo,2023-10-06,58.0,37.5,76.2,31.9,39.3,32.8,44.0,8.0,Suburban,1914.0
Delhi,2023-10-07,81.0,40.2,52.4,28.2,39.8,-0.6,88.0,8.0,Urban,1555.0
Mexico City,2023-10-08,159.0,50.0,49.9,34.1,26.1,40.0,60.0,13.0,Urban,1161.0
London,2023-10-09,425.0,50.5,54.7,33.6,51.5,37.8,91.0,8.0,Suburban,64.0
Mexico City,2023-10-10,98.0,44.5,40.3,41.3,60.2,15.4,65.0,7.0,Urban,984.0
Beijing,2023-10-11,141.0,61.0,41.6,37.2,53.8,19.5,41.0,11.0,Urban,1211.0
Beijing,2023-10-12,365.0,30.4,62.4,31.8,58.6,0.8,44.0,7.0,Suburban,1447.0
Delhi,2023-10-13,247.0,18.6,63.8,24.7,63.5,24.1,23.0,9.0,Urban,448.0
Beijing,2023-10-14,326.0,36.5,50.1,43.7,31.8,-4.9,77.0,5.0,Rural,417.0
São Paulo,2023-10-15,392.0,25.1,73.0,27.0,39.3,26.1,35.0,0.0,Rural,1985.0
Cairo,2023-10-16,230.0,54.6,52.4,33.0,41.8,28.3,55.0,11.0,Urban,1559.0
Delhi,2023-10-17,27.0,5.3,41.0,25.6,23.2,10.2,63.0,0.0,Urban,1673.0
Los Angeles,2023-10-18,232.0,27.2,52.4,14.8,43.7,26.3,54.0,2.0,Urban,804.0
Beijing,2023-10-19,216.0,7.6,84.5,28.4,54.0,-1.4,88.0,7.0,Urban,981.0
Tokyo,2023-10-20,470.0,37.9,45.4,17.2,39.3,16.6,22.0,9.0,Urban,608.0
Delhi,2023-10-21,335.0,17.9,45.8,20.5,26.6,5.7,32.0,9.0,Urban,1520.0
Tokyo,2023-10-22,309.0,35.8,42.0,29.4,61.0,38.8,44.0,10.0,Urban,1354.0
London,2023-10-23,287.0,58.3,45.4,20.0,51.9,23.4,85.0,11.0,Urban,1801.0
Delhi,2023-10-24,191.0,33.5,46.2,31.3,51.4,6.4,63.0,11.0,Rural,851.0
Delhi,2023-10-25,203.0,50.8,54.8,29.1,14.5,26.1,29.0,12.0,Suburban,647.0
London,2023-10-26,115.0,51.2,58.9,29.3,40.4,-0.6,50.0,9.0,Urban,1575.0
Delhi,2023-10-27,176.0,48.5,52.1,25.3,56.5,13.5,63.0,7.0,Urban,1677.0
Beijing,2023-10-28,363.0,9.3,78.4,21.9,42.7,12.9,85.0,7.0,Suburban,1409.0
Tokyo,2023-10-29,39.0,56.5,31.4,25.9,65.8,28.4,93.0,10.0,Urban,1170.0
Mexico City,2023-10-30,271.0,30.7,64.8,25.2,36.0,11.1,68.0,11.0,Rural,1488.0
Beijing,2023-10-31,302.0,44.1,66.6,19.6,18.5,11.6,54.0,9.0,Suburban,942.0
Beijing,2023-11-01,72.0,37.7,85.2,35.0,48.0,31.2,24.0,14.0,Suburban,1929.0
Delhi,2023-11-02,29.0,23.2,78.3,33.9,37.5,21.5,57.0,3.0,Urban,1328.0
Cairo,2023-11-03,215.0,21.0,71.7,27.3,34.7,34.5,52.0,12.0,Urban,1203.0
Beijing,2023-11-04,260.0,69.5,28.4,12.3,52.1,17.2,49.0,9.0,Urban,1930.0
Delhi,2023-11-05,94.0,19.3,65.7,45.6,38.9,35.0,31.0,10.0,Urban,1397.0
Delhi,2023-11-06,66.0,35.5,27.2,17.7,49.4,38.5,94.0,9.0,Urban,555.0
Cairo,2023-11-07,148.0,63.2,24.0,41.4,36.9,28.6,24.0,12.0,Suburban,996.0
Delhi,2023-11-08,19.0,27.2,49.7,8.5,48.9,19.1,41.0,9.0,Urban,1362.0
London,2023-11-09,309.0,57.4,21.2,15.0,42.3,0.1,48.0,9.0,Urban,528.0
Los Angeles,2023-11-10,243.0,43.9,22.0,12.0,62.4,17.0,31.0,4.0,Urban,83.0
London,2023-11-11,293.0,56.7,46.9,38.0,26.6,1.3,41.0,7.0,Suburban,1643.0
Cairo,2023-11-12,152.0,62.0,45.0,39.9,43.6,15.8,64.0,14.0,Urban,1078.0
London,2023-11-13,299.0,35.3,42.3,23.5,50.6,-2.1,60.0,10.0,Urban,691.0
Tokyo,2023-11-14,244.0,1.6,19.5,21.2,39.0,7.1,29.0,3.0,Urban,1006.0
Delhi,2023-11-15,479.0,4.9,43.9,24.0,25.2,26.6,66.0,5.0,Suburban,800.0
Los Angeles,2023-11-16,81.0,37.4,72.3,35.8,39.7,38.5,84.0,11.0,Urban,459.0
Beijing,2023-11-17,223.0,24.8,45.0,2.7,30.9,13.5,26.0,8.0,Suburban,214.0
Beijing,2023-11-18,483.0,30.3,71.3,27.7,41.5,3.1,68.0,10.0,Suburban,1130.0
Tokyo,2023-11-19,472.0,48.3,91.1,30.7,32.5,9.4,57.0,7.0,Suburban,1285.0
Cairo,2023-11-20,6.0,10.2,69.6,27.5,45.7,7.6,71.0,9.0,Suburban,1441.0
Los Angeles,2023-11-21,170.0,29.6,63.8,37.9,60.2,0.5,56.0,7.0,Suburban,592.0
Beijing,2023-11-22,67.0,7.7,57.2,21.5,42.5,21.4,39.0,5.0,Suburban,62.0
Beijing,2023-11-23,344.0,7.7,43.3,45.8,46.5,18.6,29.0,1.0,Urban,1636.0
Beijing,2023-11-24,355.0,48.3,59.5,31.2,32.0,-0.6,30.0,7.0,Suburban,1747.0
Beijing,2023-11-26,465.0,9.0,81.8,26.3,39.1,16.0,91.0,7.0,Suburban,1594.0
Delhi,2023-11-27,16.0,43.6,56.9,13.9,75.4,11.5,81.0,6.0,Suburban,1277.0
Delhi,2023-11-28,22.0,6.8,54.6,45.5,47.4,13.4,60.0,3.0,Urban,297.0
Los Angeles,2023-11-29,466.0,23.8,54.2,30.1,24.0,31.3,69.0,16.0,Urban,1012.0
Beijing,2023-11-30,11.0,54.0,49.2,14.0,29.3,19.4,26.0,13.0,Urban,1645.0
Tokyo,2023-12-01,481.0,15.5,19.6,22.3,45.9,3.3,20.0,5.0,Suburban,414.0
Mexico City,2023-12-02,279.0,39.8,75.5,30.2,47.0,13.5,42.0,7.0,Urban,755.0
Delhi,2023-12-03,315.0,43.2,7.6,34.1,49.9,27.4,60.0,11.0,Urban,408.0
Delhi,2023-12-04,220.0,25.8,46.7,30.0,57.0,5.1,76.0,7.0,Urban,1690.0
Delhi,2023-12-05,316.0,27.6,46.4,33.8,19.3,17.1,25.0,7.0,Urban,381.0
Cairo,2023-12-06,102.0,19.7,50.8,21.5,21.9,1.7,38.0,10.0,Suburban,1387.0
Delhi,2023-12-07,52.0,48.2,6.3,14.6,57.5,15.0,32.0,12.0,Urban,1601.0
Beijing,2023-12-08,66.0,23.7,68.9,41.8,30.4,34.2,81.0,10.0,Urban,1430.0
Tokyo,2023-12-09,84.0,24.6,58.8,23.4,25.9,22.5,69.0,14.0,Urban,1299.0
Cairo,2023-12-10,426.0,20.0,57.5,40.0,37.0,11.9,32.0,11.0,Suburban,1422.0
Delhi,2023-12-11,221.0,74.4,38.6,44.5,36.5,38.8,63.0,15.0,Suburban,83.0
Delhi,2023-12-12,61.0,59.5,66.8,40.4,40.3,2.0,39.0,15.0,Suburban,1996.0
Delhi,2023-12-14,347.0,38.5,73.8,25.6,42.1,-0.3,69.0,7.0,Urban,820.0
Delhi,2023-12-15,182.0,56.4,84.5,39.8,19.3,3.3,75.0,11.0,Suburban,853.0
Mexico City,2023-12-16,413.0,24.0,79.2,19.9,41.8,30.4,61.0,9.0,Urban,972.0
Tokyo,2023-12-17,10.0,19.6,45.6,53.5,10.5,28.5,49.0,5.0,Suburban,1477.0
Beijing,2023-12-18,11.0,52.5,73.3,37.3,17.3,7.0,74.0,12.0,Urban,1625.0
Mexico City,2023-12-19,387.0,63.9,64.9,50.0,50.7,-3.5,33.0,16.0,Urban,172.0
Delhi,2023-12-20,372.0,25.5,11.2,48.7,41.0,-3.1,65.0,3.0,Urban,558.0
London,2023-12-21,44.0,40.2,41.2,22.2,20.9,-0.7,36.0,8.0,Suburban,1180.0
Mexico City,2023-12-22,341.0,44.2,74.2,44.0,41.0,1.4,68.0,8.0,Urban,514.0
London,2023-12-23,103.0,37.8,34.0,26.6,36.7,36.1,81.0,10.0,Urban,1166.0
Tokyo,2023-12-24,271.0,42.0,39.8,20.3,46.4,29.1,27.0,9.0,Suburban,1962.0
Beijing,2023-12-25,369.0,33.2,49.4,33.4,37.2,12.7,29.0,5.0,Urban,607.0
Delhi,2023-12-26,39.0,3.6,70.6,23.9,47.5,-4.8,75.0,2.0,Urban,766.0
Delhi,2023-12-27,497.0,33.7,79.2,10.9,32.3,19.3,83.0,13.0,Suburban,654.0
Beijing,2023-12-28,453.0,46.9,35.0,38.0,27.0,10.0,52.0,9.0,Urban,1932.0
Tokyo,2023-12-29,153.0,42.9,49.8,46.8,47.7,-3.9,82.0,8.0,Rural,1223.0
Beijing,2023-12-30,454.0,28.4,54.9,37.0,32.2,-0.2,79.0,3.0,Suburban,838.0
Los Angeles,2023-12-31,268.0,50.4,35.2,36.8,2.2,25.9,76.0,11.0,Suburban,1488.0
Beijing,2024-01-01,170.0,35.3,60.0,35.6,15.4,19.6,64.0,8.0,Suburban,1023.0
Delhi,2024-01-02,436.0,41.1,75.8,36.8,43.5,38.4,44.0,6.0,Urban,616.0
Beijing,2024-01-03,168.0,26.0,53.5,32.4,47.6,19.0,24.0,9.0,Suburban,1130.0
Mexico City,2024-01-04,214.0,29.2,23.0,30.3,33.9,-4.9,44.0,9.0,Urban,1816.0
Mexico City,2024-01-05,273.0,39.1,34.8,35.8,43.5,-4.9,41.0,4.0,Urban,230.0
Beijing,2024-01-06,107.0,35.8,58.3,36.3,39.6,35.8,83.0,12.0,Urban,1994.0
Delhi,2024-01-07,437.0,30.3,51.9,35.2,39.8,18.0,59.0,7.0,Urban,1644.0
Los Angeles,2024-01-08,432.0,27.7,42.1,38.9,38.0,20.9,70.0,13.0,Urban,1432.0
Delhi,2024-01-09,466.0,0.4,32.7,36.7,34.6,16.9,48.0,7.0,Urban,583.0
Tokyo,2024-01-10,433.0,16.6,54.2,15.5,43.8,11.4,58.0,6.0,Urban,672.0
Delhi,2024-01-11,124.0,33.0,27.8,26.8,47.3,4.0,85.0,4.0,Urban,913.0
Delhi,2024-01-12,291.0,33.1,65.9,20.2,26.1,37.7,84.0,15.0,Urban,1037.0
Beijing,2024-01-13,278.0,40.5,49.3,29.1,43.8,-3.8,30.0,6.0,Suburban,261.0
Beijing,2024-01-14,401.0,54.0,51.7,34.4,30.7,27.4,77.0,11.0,Urban,1740.0
Beijing,2024-01-15,182.0,27.5,81.3,27.4,34.3,18.8,82.0,5.0,Rural,1226.0
Beijing,2024-01-16,266.0,16.4,55.4,24.4,30.2,11.9,69.0,0.0,Suburban,1478.0
São Paulo,2024-01-17,109.0,57.2,86.8,13.8,39.9,25.6,27.0,9.0,Suburban,681.0
Beijing,2024-01-18,262.0,41.6,39.6,43.8,66.6,39.9,83.0,12.0,Urban,1120.0
Beijing,2024-01-19,1.0,26.5,33.3,27.9,33.2,-0.3,52.0,8.0,Urban,1974.0
Beijing,2024-01-20,7.0,8.5,33.0,29.3,47.8,6.0,69.0,4.0,Suburban,1008.0
Delhi,2024-01-21,146.0,70.7,68.1,41.6,48.4,13.2,68.0,15.0,Urban,1947.0
Mexico City,2024-01-22,351.0,31.4,64.7,46.4,40.9,28.7,92.0,11.0,Rural,578.0
Delhi,2024-01-23,164.0,40.9,66.7,34.0,45.9,21.6,59.0,4.0,Suburban,152.0
Mexico City,2024-01-24,343.0,20.9,38.9,32.9,23.1,-3.2,20.0,12.0,Urban,410.0
Delhi,2024-01-25,327.0,18.7,8.6,34.9,34.4,-2.9,90.0,7.0,Urban,1525.0
São Paulo,2024-01-26,149.0,53.7,68.5,29.9,39.1,2.8,36.0,3.0,Urban,458.0
Beijing,2024-01-27,321.0,28.0,35.2,33.6,56.2,32.2,72.0,7.0,Suburban,170.0
Tokyo,2024-01-28,204.0,26.4,39.9,60.6,46.9,27.1,43.0,6.0,Suburban,1560.0
Beijing,2024-01-29,489.0,35.6,17.5,37.1,39.4,16.6,67.0,6.0,Urban,1105.0
Delhi,2024-01-30,9.0,35.5,50.8,23.0,41.5,5.0,30.0,5.0,Urban,626.0
London,2024-01-31,331.0,50.9,2.1,28.2,23.2,13.8,24.0,16.0,Urban,1103.0
Mexico City,2024-02-01,413.0,33.2,35.4,35.8,37.3,33.8,69.0,8.0,Suburban,919.0
Los Angeles,2024-02-02,76.0,44.0,61.2,45.3,39.9,23.0,82.0,11.0,Urban,589.0
Beijing,2024-02-03,488.0,24.8,43.1,31.0,35.0,11.8,56.0,6.0,Rural,1854.0
Mexico City,2024-02-04,294.0,20.8,25.9,27.7,41.7,37.0,72.0,6.0,Urban,362.0
London,2024-02-05,282.0,21.0,39.3,40.9,64.3,27.9,84.0,8.0,Suburban,936.0
Mexico City,2024-02-06,82.0,23.7,63.0,35.9,31.2,39.5,20.0,5.0,Urban,1399.0
Beijing,2024-02-07,298.0,59.9,43.6,23.2,46.5,32.3,37.0,7.0,Suburban,1633.0
Mexico City,2024-02-08,76.0,26.7,59.8,35.9,36.4,16.3,22.0,6.0,Rural,742.0
Mexico City,2024-02-09,201.0,26.6,27.2,11.3,36.4,28.3,64.0,1.0,Urban,166.0
Cairo,2024-02-10,463.0,46.2,56.3,35.0,37.7,36.8,41.0,5.0,Urban,1270.0
Beijing,2024-02-11,116.0,45.6,67.5,31.1,30.5,14.1,82.0,11.0,Suburban,420.0
Beijing,2024-02-12,89.0,18.6,52.6,41.8,41.1,-3.1,94.0,4.0,Rural,112.0
London,2024-02-13,3.0,31.7,61.4,39.1,51.3,27.3,37.0,7.0,Rural,1104.0
Beijing,2024-02-14,238.0,2.4,42.9,31.0,56.6,24.3,55.0,1.0,Rural,767.0
Los Angeles,2024-02-15,366.0,42.7,54.9,16.8,33.9,6.8,30.0,14.0,Urban,914.0
Beijing,2024-02-16,453.0,45.1,84.4,33.6,46.9,23.2,68.0,11.0,Suburban,1786.0
Delhi,2024-02-17,52.0,44.6,52.2,37.4,33.8,11.6,25.0,4.0,Urban,564.0
Los Angeles,2024-02-18,303.0,65.2,38.9,25.5,46.1,10.7,80.0,16.0,Suburban,359.0
Delhi,2024-02-20,229.0,36.3,77.6,29.3,40.9,-1.2,34.0,7.0,Urban,629.0
Mexico City,2024-02-21,131.0,37.6,51.4,27.3,36.9,6.6,58.0,2.0,Urban,146.0
Los Angeles,2024-02-22,167.0,26.1,40.8,32.0,42.3,8.3,94.0,4.0,Suburban,114.0
Tokyo,2024-02-23,259.0,66.3,47.9,32.6,29.8,21.5,61.0,7.0,Suburban,1637.0
Delhi,2024-02-24,62.0,61.8,77.9,37.8,65.9,9.1,41.0,7.0,Urban,905.0
Delhi,2024-02-25,435.0,26.7,36.4,19.0,52.9,31.7,32.0,12.0,Suburban,105.0
Cairo,2024-02-26,429.0,17.7,95.0,19.0,65.4,-2.6,59.0,7.0,Urban,161.0
Delhi,2024-02-27,128.0,36.0,33.6,32.5,25.7,5.4,89.0,1.0,Urban,111.0
Delhi,2024-02-29,326.0,36.0,30.7,36.3,42.6,0.8,74.0,11.0,Urban,1872.0
Beijing,2024-03-01,459.0,38.0,43.4,38.4,35.7,-4.9,77.0,11.0,Urban,976.0
Tokyo,2024-03-02,378.0,9.1,86.6,12.0,43.5,2.1,25.0,8.0,Urban,1925.0
Los Angeles,2024-03-03,387.0,31.5,37.3,26.6,44.6,-4.0,34.0,9.0,Urban,1166.0
Los Angeles,2024-03-04,254.0,37.1,53.6,21.1,51.5,37.2,25.0,6.0,Urban,1220.0
Delhi,2024-03-05,245.0,19.7,79.3,11.5,51.1,0.5,92.0,4.0,Urban,1781.0
Beijing,2024-03-06,113.0,53.5,79.7,32.5,50.2,35.9,53.0,12.0,Urban,1806.0
Beijing,2024-03-07,96.0,26.2,34.9,36.6,38.1,10.9,23.0,2.0,Urban,1819.0
Delhi,2024-03-08,267.0,31.1,41.3,44.2,30.7,15.1,72.0,12.0,Urban,1528.0
Delhi,2024-03-09,440.0,60.8,84.8,21.4,32.6,34.4,26.0,7.0,Suburban,102.0
Beijing,2024-03-10,250.0,10.3,32.3,35.3,12.5,19.5,52.0,4.0,Rural,635.0
Delhi,2024-03-11,102.0,33.6,91.7,19.0,29.8,16.8,65.0,7.0,Urban,1677.0
Mexico City,2024-03-12,293.0,19.8,21.0,24.3,37.8,-4.4,57.0,12.0,Urban,190.0
Los Angeles,2024-03-13,234.0,40.6,40.8,29.6,28.2,38.6,74.0,16.0,Urban,1073.0
Delhi,2024-03-14,123.0,41.9,22.3,42.6,57.5,2.5,71.0,10.0,Urban,840.0
Beijing,2024-03-15,329.0,35.7,108.6,30.4,20.0,38.6,58.0,16.0,Urban,1748.0
Los Angeles,2024-03-16,170.0,21.1,48.1,28.8,50.8,16.1,46.0,6.0,Urban,622.0
Los Angeles,2024-03-17,424.0,21.3,40.3,27.3,15.6,16.3,68.0,6.0,Urban,828.0
London,2024-03-18,405.0,26.3,103.4,46.1,47.3,11.5,92.0,7.0,Suburban,856.0
Beijing,2024-03-19,421.0,20.0,67.1,23.7,40.2,-0.7,33.0,8.0,Urban,788.0
London,2024-03-20,461.0,41.9,56.1,41.8,64.9,17.5,29.0,7.0,Urban,186.0
Delhi,2024-03-21,182.0,26.5,75.0,46.6,20.9,18.9,21.0,9.0,Urban,443.0
Beijing,2024-03-22,367.0,37.2,67.6,28.3,34.5,37.0,49.0,5.0,Urban,96.0
Delhi,2024-03-23,60.0,26.7,80.3,30.7,55.4,23.9,68.0,5.0,Suburban,591.0
Beijing,2024-03-24,363.0,53.5,42.2,30.4,35.3,1.1,25.0,12.0,Urban,462.0
Beijing,2024-03-25,244.0,49.6,44.2,42.9,74.6,11.7,51.0,13.0,Rural,746.0
Delhi,2024-03-26,175.0,33.8,72.4,16.6,31.8,1.9,71.0,15.0,Urban,1087.0
Los Angeles,2024-03-27,436.0,42.1,36.2,30.3,40.4,21.2,72.0,15.0,Rural,158.0
Beijing,2024-03-28,182.0,49.7,53.6,36.7,31.3,6.6,65.0,10.0,Suburban,402.0
Delhi,2024-03-29,144.0,34.9,69.7,50.3,32.6,25.3,82.0,12.0,Urban,1475.0
Delhi,2024-03-30,322.0,24.0,72.5,18.9,41.9,30.6,37.0,5.0,Urban,1095.0
Beijing,2024-03-31,269.0,44.8,86.2,26.9,63.5,-2.3,64.0,8.0,Urban,786.0
Beijing,2024-04-01,391.0,33.0,76.7,30.8,57.5,30.4,60.0,9.0,Urban,1733.0
Beijing,2024-04-02,78.0,10.5,53.7,46.4,30.2,11.3,59.0,4.0,Urban,1563.0
Delhi,2024-04-03,495.0,28.5,47.1,19.7,55.4,34.6,26.0,12.0,Suburban,1147.0
Los Angeles,2024-04-04,371.0,52.7,33.1,33.1,31.3,14.0,45.0,8.0,Urban,990.0
Tokyo,2024-04-05,168.0,37.1,61.2,23.3,20.7,33.1,58.0,9.0,Urban,743.0
Beijing,2024-04-06,303.0,8.7,49.6,31.4,46.2,-2.0,64.0,5.0,Urban,1479.0
Mexico City,2024-04-07,1.0,25.0,84.3,22.1,40.2,23.0,61.0,6.0,Urban,967.0
London,2024-04-08,369.0,28.6,55.4,34.0,40.7,18.5,84.0,1.0,Urban,1061.0
São Paulo,2024-04-09,25.0,19.1,55.1,26.7,45.3,17.5,90.0,8.0,Suburban,1735.0
Mexico City,2024-04-10,144.0,14.0,31.7,20.7,33.6,14.3,36.0,8.0,Suburban,896.0
Tokyo,2024-04-11,401.0,4.7,20.3,33.1,54.1,35.5,46.0,4.0,Suburban,1098.0
Tokyo,2024-04-12,338.0,32.8,34.1,21.3,53.0,25.6,37.0,15.0,Urban,1432.0
Los Angeles,2024-04-13,266.0,40.3,31.9,41.5,41.9,38.8,74.0,7.0,Urban,673.0
Beijing,2024-04-14,85.0,1.3,45.9,33.3,36.2,14.5,42.0,5.0,Urban,705.0
Delhi,2024-04-15,377.0,64.4,70.8,18.9,35.3,3.0,81.0,11.0,Rural,477.0
Delhi,2024-04-16,209.0,18.9,78.6,36.6,28.2,6.4,31.0,3.0,Urban,1118.0
Beijing,2024-04-18,420.0,42.3,57.5,29.2,38.0,32.9,45.0,9.0,Suburban,946.0
Beijing,2024-04-19,497.0,13.6,16.4,31.7,22.3,19.9,42.0,2.0,Urban,83.0
Mexico City,2024-04-20,255.0,31.1,38.6,20.2,35.9,-2.5,51.0,16.0,Urban,1786.0
Mexico City,2024-04-21,303.0,49.4,64.1,20.7,55.4,38.3,47.0,15.0,Suburban,1349.0
London,2024-04-22,449.0,17.9,66.6,21.1,52.7,-2.8,35.0,6.0,Urban,1781.0
Delhi,2024-04-23,228.0,54.7,23.1,22.0,41.1,8.7,28.0,7.0,Urban,488.0
Delhi,2024-04-24,408.0,5.1,37.5,42.2,37.2,3.0,73.0,2.0,Urban,490.0
Los Angeles,2024-04-25,374.0,34.6,52.4,26.1,32.6,29.4,35.0,7.0,Suburban,1932.0
London,2024-04-26,263.0,43.1,18.1,37.0,27.7,-3.7,71.0,8.0,Suburban,119.0
São Paulo,2024-04-27,486.0,27.4,35.1,42.7,25.7,26.3,90.0,6.0,Urban,391.0
London,2024-04-28,170.0,47.1,97.1,23.6,40.9,-1.5,26.0,9.0,Urban,465.0
Tokyo,2024-04-29,478.0,25.8,89.8,26.6,44.3,27.2,87.0,8.0,Urban,1818.0
Beijing,2024-04-30,373.0,36.0,41.5,35.5,35.2,20.5,24.0,9.0,Rural,1748.0
Beijing,2024-05-01,281.0,47.8,67.6,33.8,31.9,12.9,82.0,6.0,Urban,625.0
Delhi,2024-05-02,375.0,15.6,55.8,27.1,40.5,36.9,93.0,9.0,Rural,556.0
Mexico City,2024-05-03,137.0,42.0,55.3,43.3,48.1,22.9,22.0,8.0,Suburban,1474.0
Tokyo,2024-05-04,259.0,26.5,44.5,41.3,39.8,35.3,36.0,4.0,Suburban,394.0
Beijing,2024-05-05,359.0,44.7,38.7,12.8,33.7,39.2,29.0,9.0,Suburban,923.0
Mexico City,2024-05-06,68.0,21.5,35.2,37.7,7.0,-1.5,66.0,5.0,Urban,1637.0
Delhi,2024-05-07,494.0,49.6,55.5,28.4,42.1,34.2,67.0,7.0,Urban,228.0
Delhi,2024-05-08,159.0,16.3,60.1,17.2,34.9,7.7,37.0,9.0,Urban,1199.0
Delhi,2024-05-09,373.0,19.2,67.1,28.6,49.6,31.9,73.0,4.0,Urban,132.0
Delhi,2024-05-10,239.0,64.9,94.8,26.2,57.3,-2.4,92.0,15.0,Urban,981.0
Tokyo,2024-05-11,433.0,43.1,96.6,40.1,35.1,31.1,42.0,11.0,Suburban,1227.0
Beijing,2024-05-12,471.0,19.8,62.4,35.2,26.7,3.8,22.0,9.0,Suburban,1784.0
London,2024-05-13,55.0,18.4,7.4,41.5,46.3,0.3,33.0,0.0,Urban,935.0
Mexico City,2024-05-14,386.0,27.1,4.9,18.0,31.2,11.9,74.0,4.0,Urban,1803.0
Delhi,2024-05-15,285.0,32.5,54.5,11.2,49.7,-1.4,60.0,6.0,Rural,882.0
